networks;1995;1
measurement;2004;2
discretization;2016;1
accessibility;2012;2
basic;2005;1
mathematica;2011;2
completeness;2008;2
anomaly detection;2012;2
logic;2011;5
experimentation;2005;3
data management systems;2009;2
trust;2006;1
performance;2013;14
software infrastructure;2009;1
sql server;2016;1
synchronization;2004;1
marketing;2015;2
visualization;2007;1
embedded systems;2013;4
education;2002;1
correctness;1996;1
frameworks;2004;2
personalization;2005;4
annotation;2006;1
inheritance;2007;2
approximation;2011;1
networks;2000;2
technologies;2001;3
web applications;2013;2
parsers;2007;1
hardware;1997;1
abstraction;2011;8
architectures;2003;2
hardware;2014;5
metrics;2001;1
failure prediction;2010;1
ethernet;2003;1
design;2009;3
buffering;2014;2
extraction, transformation and loading;2004;1
memory management;2013;1
funding;1999;1
software reliability;2006;1
publishing;1998;1
modis;2013;2
physics;2005;1
evolutionary algorithms;2010;2
windows;2013;3
metrics;2010;3
intrusion detection systems;2013;2
funding;2005;1
education;2008;5
fault tolerance;2002;5
accessibility;2005;1
basic;2002;1
monitors;2011;16
robustness;2005;4
estimation;2007;1
layering;2008;1
logic;2000;1
scheduling;2002;1
experimentation;2002;9
scanners;2014;3
personalization;1995;2
mathematica;2014;2
dos;2015;1
middleware;2003;2
authorization;1999;1
documentation;2010;1
assertions;2015;1
packaging;2009;1
operating systems;1997;1
computability;1997;1
coverage metrics;2010;1
assertions;2003;1
functionality;2001;4
approximation;2002;2
parsing;2007;2
artificial intelligence;2011;1
technologies;2008;4
regularization;2009;1
law;2005;1
repeaters;2004;1
architectures;2012;9
reliability;2001;2
virtual machines;2005;1
design;2016;2
consistency;2011;3
real-time systems;2002;1
bootstrapping;2014;1
genetic algorithms;2013;1
automation;2003;1
cloud computing;2013;3
main memory;2013;1
physics;2009;2
design;1998;1
completeness;2016;1
texting;2005;3
security requirements;1999;1
computability;2008;16
funding;2012;2
networks;2013;7
fault tolerance;2005;2
experimentation;2011;15
ontologies;2014;1
validation;1999;2
message passing;1998;1
parsing;2005;1
economics;2012;2
engineering;2013;8
data warehouses;2009;18
scheduling;2009;7
functionality;2005;4
packaging;2011;1
penetration testing;2012;2
patterns;2009;2
monitors;1998;1
information extraction;2007;2
compilers;2012;1
snmp;1999;4
multithreading;2014;1
operating systems;1999;1
performance;2001;5
authentication;2009;1
evaluation;2002;8
functionality;2010;1
frameworks;2014;7
data recovery;2011;1
tracking;2004;1
visual basic;2005;1
correctness;2008;3
software reliability;2013;1
frameworks;2008;5
repeaters;2015;1
reliability;2006;6
networks;2009;3
networks;2002;3
network management;2000;3
software maintenance;2014;1
reusability;2013;1
firewalls;2012;3
logic;2005;1
hardware;2001;1
regularization;2013;1
marketing;2011;2
discretization;2003;1
reputation systems;2009;3
physics;2000;1
design;2005;2
smartphones;2007;1
windows;1995;1
computer games;2006;1
evaluation;2006;8
funding;2011;1
constraints;2001;1
availability;2006;7
fault tolerance;2012;2
pointing;2009;3
physics;1998;1
patterns;2014;5
funding;2002;1
dos;2005;3
data warehouses;2006;6
computability;1995;1
architecture description languages;2013;1
penetration testing;2011;1
measurement;2009;2
telecommunications;2001;2
basic;2014;1
logic;2010;1
query optimization;2009;2
completeness;2003;2
buffering;2005;1
logic;2012;2
software architectures;2014;1
reliability;1997;2
authentication;2014;1
vulnerability scanners;2009;3
performance;2010;9
monitors;2015;3
semantics;2015;1
information systems;2013;2
education;2015;2
correctness;2007;3
evaluation;1992;1
interpreters;2007;6
frameworks;2001;5
annotation;2011;2
functionality;1997;1
reliability;2015;8
concurrency;2009;1
functionality;2016;2
law;2009;2
cryptography;2012;3
clustering;2002;2
marketing;2012;1
recursion;2000;1
design;2012;4
redundancy;2003;2
metrics;1999;1
virtual machines;2012;1
network manageability;2008;1
constraints;2014;2
pointing;2000;2
data integration;1997;1
validation;2013;4
genetics;2013;2
trees;2012;1
windows;2008;1
electronics;2011;1
evaluation;1995;1
network manageability;2000;1
personalization;2006;2
consistency;2003;1
accessibility;2010;2
basic;2007;1
robustness;2008;2
query optimization;2002;1
completeness;2010;2
online analytical processing;1997;1
authorization;2011;1
experimentation;2007;3
physics;2014;2
reusability;2014;2
calculus;2014;2
service buses;2014;1
software reliability;2015;1
information retrieval;2010;1
automation;2007;3
experimentation;1999;3
visualization;2005;1
embedded systems;2015;1
modis;2006;1
correctness;1998;1
corba;2002;1
frameworks;2012;3
application servers;2009;1
regularization;2012;2
functionality;2004;1
decision support systems;2014;2
summarization;2002;1
dynamic analysis;2007;1
technologies;2015;7
education;1994;1
parsers;2009;1
assertions;1998;1
military;2012;1
networks;2007;3
abstraction;2013;2
annotation;1998;1
architectures;2001;1
document representation;2010;1
networks;2004;2
design;2011;9
redundancy;2008;4
wifi;2001;1
model checking;2012;2
evaluation;2013;16
risk management;2012;1
fault tolerance;1998;2
automation;2004;2
metrics;2013;4
validation;2002;2
physics;2012;1
windows;2015;1
texting;2008;2
virtual machines;2013;1
engineering;2005;1
trust;2007;1
synchronization;1998;1
accessibility;2003;3
publishing;2006;1
monitors;2009;3
robustness;2007;5
layering;2014;5
logic;2002;1
experimentation;2012;10
linux;2003;2
transducers;2010;1
personalization;2010;2
computability;1992;1
pdf;2015;1
operating systems;2011;1
system administration;2015;1
documentation;2012;2
automatic programming;2014;1
compilers;2001;1
real-time operating systems;2007;1
performance;1998;3
functionality;2003;2
genetic programming;2013;4
software evolution;2015;1
genetic programming;2015;4
computability;2007;3
routing protocols;2010;1
funding;2015;2
pointing;1999;1
architectures;2010;3
monitors;2008;2
security and privacy;2014;1
xpath;2009;3
networks;2006;1
software development techniques;2009;1
hardware;2012;4
e-learning;2010;1
automation;2013;10
physics;2011;1
temperature control;2002;1
automation;2008;6
texting;2007;3
grid computing;2008;4
evaluation;2009;12
data encryption;2011;1
availability;2011;10
synchronization;2014;3
accessibility;2015;2
web services;2007;3
robustness;1998;2
economics;2014;2
pentium;1999;1
dos;2002;1
data warehouses;2011;18
scheduling;2011;3
interoperability;2008;2
engineering;2011;2
penetration testing;2014;1
application servers;2011;1
patterns;2015;4
artificial life;2014;2
middleware;2008;1
matching;2015;2
enterprise applications;2009;2
natural language processing;2010;1
computing platforms;2009;1
software prototyping;2006;2
compilers;2014;1
trust;2012;3
web services;2014;4
performance;2007;10
authentication;2007;1
verification;2009;1
virtual machines;2006;1
mobile devices;2007;1
information systems;2006;1
consistency;2012;2
correctness;2010;1
operating systems;2007;2
abstraction;1995;2
computability;2001;5
frameworks;2010;3
surfacing;2014;1
wifi;1999;1
hardware;2003;2
surveillance;2006;1
regularization;2011;1
repeaters;2009;1
automation;2010;2
automation;2002;1
validation;2016;1
physics;2002;1
design;2007;3
consistency;1997;1
windows;1997;1
evaluation;2000;2
constraints;2003;2
availability;2004;3
pointing;2015;5
enumeration;2008;1
authorization;2013;3
activex;2003;1
parsing;2012;1
windows;2003;1
electronics;2014;1
data warehouses;2000;4
evaluation;1998;2
query optimization;2005;1
architecture description languages;2014;1
availability;1998;1
measurement;2011;4
zigbee;2011;1
data integration;2002;1
excel;2014;1
gsm;2007;1
network monitoring;2013;1
estimation;2013;1
completeness;2013;1
logic;2014;2
topology;2013;1
architecture description languages;2012;1
data mining;2015;1
performance;2008;10
transportation;2016;1
layering;2009;1
information systems;2015;1
consistency;2005;1
network adapters;2012;1
operating systems;2014;1
annotation;2009;1
modis;2010;1
decision support systems;2011;1
concurrency;2015;1
real-time schedulability;2001;1
technologies;2002;4
buffering;2013;1
vmware;2009;1
formalisms;2008;1
hardware;1994;1
clustering;2004;3
architectures;2006;5
sql server;2011;1
failure prediction;2009;1
design;2014;13
business intelligence;2004;2
availability;2013;4
access control;2003;1
real-time systems;2012;1
verification;2015;4
constraints;2008;2
pointing;2006;4
validation;2015;6
genetics;2015;1
placement;2004;3
windows;2010;1
mobile devices;2013;1
monitors;2005;4
experimentation;1995;1
web application security;2014;1
frameworks;2009;1
accessibility;2008;4
basic;2001;2
web services;2011;6
robustness;2010;2
estimation;2002;1
layering;2011;3
virtualization and security;2013;1
data mining;2004;1
experimentation;2001;6
linux;2004;2
java me;2009;1
personalization;1998;2
visibility;2010;1
safety critical systems;2015;1
basic;1999;1
synchronization;2013;1
transportation;2015;1
documentation;2009;1
consistency;2002;1
estimation;2011;3
test collections;2002;1
performance;1995;1
verification;2005;2
education;2016;1
texting;2002;1
cryptography;2016;1
technologies;2013;6
education;1996;1
multithreading;2004;1
version control;2013;1
repeaters;2001;1
evaluation;2004;6
logic;2004;1
failure prediction;2014;1
software development techniques;2012;1
network management;1999;3
mobile agents;2002;4
wifi;2003;2
network manageability;2001;2
rendering;2016;1
fault tolerance;1996;1
automation;2006;2
cloud computing;2014;9
validation;2004;2
availability;2008;11
architectures;2009;2
use cases;2012;1
texting;2010;3
evaluation;2012;16
design patterns;2014;3
fault tolerance;2006;1
accessibility;2001;1
validation;1994;1
sensor networks;2012;9
robustness;2001;2
layering;2012;2
mobile computing;2000;1
data warehouses;2012;8
scheduling;2006;4
experimentation;2014;8
engineering;2014;11
synchronization;2008;2
publishing;2012;1
visibility;2013;1
pdf;2013;1
forecasting;2003;1
documentation;2014;3
transducers;2011;1
compilers;2003;1
mobile phones;2010;1
technologies;2016;2
functionality;2013;7
frameworks;2007;1
data recovery;2008;1
open source software;2007;2
information systems;2003;2
robustness;2013;1
correctness;2013;2
operating systems;2002;2
architectures;2008;6
reliability;2005;2
b-trees;2001;1
haptic devices;2008;2
formalisms;2004;3
data modeling;2002;1
clustering;2008;1
monitors;2012;5
in-network processing;2012;1
interoperability;2013;1
graphical user interfaces;2013;1
data streams;2005;1
texting;2001;1
evaluation;2011;16
funding;2008;2
data compression;2011;2
availability;2009;8
fault tolerance;2009;1
pointing;2010;2
fortran;1998;1
publishing;2013;1
sensor networks;2011;24
modis;2005;2
estimation;2016;1
outlook;2007;1
software development methods;2013;1
data warehouses;2005;6
graphical user interfaces;2014;1
engineering;2009;4
ad hoc networks;2007;1
measurement;2012;9
patterns;2013;2
social networks;2013;3
metrics;2008;1
operating systems;2008;1
text editing;2013;1
facebook;2013;1
interoperability;2012;1
trust;2014;1
parsing;2006;1
performance;2005;5
architectures;1999;3
completeness;2012;1
concurrency;2016;1
information systems;2008;1
education;2010;5
data structures;2013;1
data streams;2010;1
operating systems;2005;1
e-learning;2013;1
annotation;2014;3
metrics;2015;5
reliability;2010;2
modeling and simulation;2008;1
open source software;2014;2
multi-agent systems;2006;1
security protocols;2009;2
hardware;2005;1
abstraction;2003;4
clustering;2015;4
computability;2013;11
sql server;2012;1
middleware;2002;1
interoperability;1999;1
search-based software engineering;2014;1
computability;2005;9
constraints;2013;2
availability;2002;4
cryptography;2013;1
pointing;2013;3
validation;2008;2
physics;1994;1
parsing;2014;1
windows;2005;4
electronics;2012;1
data warehouses;2002;8
computability;1999;2
engineering;2000;1
fault tolerance;2015;2
measurement;2005;2
accessibility;2013;10
excel;2011;1
business intelligence;2015;4
estimation;2015;3
completeness;2015;1
logic;2008;4
design;2010;1
software prototyping;2015;2
linux;2009;1
functionality;2015;4
performance;2014;20
assertions;2000;1
information retrieval;2009;2
sustainability;2013;3
embedded systems;2012;2
education;2003;2
correctness;2003;1
query optimization;2001;1
garbage collection;2006;1
frameworks;2005;2
evolutionary algorithms;2015;2
annotation;2007;1
approximation;2010;1
technologies;2000;3
completeness;1997;1
modis;1995;1
law;2013;1
clustering;2006;1
architectures;2004;2
interconnect;2012;1
genetic programming;2009;8
design;2008;7
redundancy;2007;2
networks;2014;6
data centers;2014;2
facebook;2014;1
constraints;2010;1
intrusion detection systems;2011;2
pointing;2004;2
functionality;2008;3
validation;2001;2
genetics;2009;2
main memory;2005;2
availability;2016;1
texting;2013;7
education;2013;6
query optimization;2000;1
measurement;2002;4
web services;2009;12
personalization;2013;2
pointing;1997;1
anomaly detection;2010;1
logic;2001;1
scheduling;2001;1
experimentation;2003;6
data mining;2006;1
networks;2015;2
modis;2011;5
e-learning;2011;1
synchronization;2016;1
electronic commerce;1999;2
logic;1999;1
embedded systems;2011;5
ring networks;2002;1
authorization;2008;1
trees;2013;1
trees;2005;1
design patterns;2015;1
annotation;2000;1
functionality;2000;1
concurrency;2004;1
technologies;2011;5
architectures;2016;2
modis;2003;1
correctness;2016;1
ethernet;2002;1
real-time systems;2003;1
cryptography;2015;2
pentium;2000;1
measurement;2015;7
education;2009;2
network management;2008;1
redundancy;2012;4
mobile agents;2000;5
evaluation;2016;1
database administration;2009;1
computability;2015;5
ranking;2014;3
cloud computing;2012;6
validation;2006;4
interoperability;2000;1
design patterns;2013;1
metrics;2000;1
evaluation;2014;16
funding;2003;1
metrics;2009;3
availability;2014;10
software architectures;2013;4
accessibility;1999;1
authorization;2007;3
networks;2012;10
architectures;2013;12
layering;2002;2
dos;1997;1
data warehouses;2014;2
scheduling;2008;3
experimentation;2008;6
engineering;2012;2
education;2000;1
patterns;2010;1
cryptography;2009;1
middleware;2013;3
aerospace;2015;1
lapack;1999;1
natural language processing;2009;1
embedded systems;2002;1
compilers;2013;3
information extraction;2008;4
trust;2011;1
operating systems;1998;1
performance;2002;9
authentication;2008;1
verification;2012;4
database administration;2002;1
abstraction;2002;2
information systems;2005;1
network security;2010;2
verification;2011;1
education;2006;5
reliability;2007;2
network management;2001;2
secondary storage;2013;1
support vector machines;2013;2
zigbee;2012;1
hardware;2000;2
placement;2014;1
clustering;2010;2
verification;2016;1
automation;2009;7
data integration;2007;1
interoperability;2015;3
design;2004;2
network architectures;2012;1
metrics;2007;2
grid computing;2012;2
computability;2002;6
funding;2010;2
availability;2007;10
measurement;2016;3
pointing;2008;5
authorization;2014;2
oracle database;2003;1
mathematica;1999;2
windows;2000;2
data warehouses;2007;6
functionality;2006;2
engineering;2007;2
penetration testing;2010;1
personalization;2014;4
patterns;2003;2
basic;2015;1
message passing;2002;1
robustness;2016;1
completeness;2002;2
wireless devices;2011;1
topology;2000;1
functionality;2002;1
performance;2011;23
authentication;2003;1
computability;2004;2
information retrieval;2002;1
semantics;2014;2
visualization;2013;1
information systems;2010;1
education;2012;5
correctness;2006;1
ethernet;2012;1
frameworks;2002;4
design;1997;1
annotation;2012;3
reliability;2012;8
concurrency;2008;2
networks;2001;2
technologies;2007;2
modis;1998;1
redundancy;1994;2
placement;2005;1
scheduling algorithms;2006;6
data modeling;2011;1
marketing;2013;4
automation;1997;1
graph theory;2012;1
support vector machines;2006;2
design;2003;3
operating systems;2001;1
redundancy;2000;2
smalltalk;2009;1
mobile phones;2012;1
reconstruction;2016;1
availability;2000;1
computability;2009;6
pointing;2003;2
enumeration;2012;1
validation;2010;1
basic;1997;2
trees;2015;1
activex;2000;1
windows;2007;1
texting;2016;1
evaluation;1994;1
experimentation;1998;4
measurement;2007;1
patterns;2004;3
accessibility;2011;7
powerpc;1995;1
business intelligence;2013;6
architectures;2015;3
completeness;2009;1
wireless devices;2012;1
scheduling;1996;1
experimentation;2004;6
personalization;1997;2
performance;2012;18
coverage metrics;2008;1
parallel architectures;2014;1
visualization;2006;1
reconfigurable computing;2008;1
programming interfaces;1998;1
education;2005;1
smartphones;2013;1
formalisms;2016;2
hardware;2004;1
virtual machines;1995;1
functionality;1995;1
decision support systems;2015;1
pointing;1992;1
technologies;2014;9
web applications;2012;1
consistency;1999;1
field studies;2009;2
systems security;2014;1
education;2004;1
economics;2013;2
architectures;2002;1
mathematica;2000;1
failure prediction;2013;2
data integration;2009;1
cluster analysis;2015;2
redundancy;2009;2
it architectures;2009;1
key-value stores;2014;1
clustering;1998;2
automation;2005;5
validation;2003;1
windows;2014;1
metrics;2011;5
machine learning;2013;2
intrusion detection systems;2012;2
funding;2006;1
uncertainty;2005;2
fault tolerance;2003;2
accessibility;2004;3
boosting;2009;2
monitors;2010;6
robustness;2006;6
estimation;2006;1
electronics;1999;1
logic;2003;1
experimentation;2013;12
jsp;2009;4
scanners;2013;1
software architectures;2011;1
windows;1998;2
artificial life;2006;2
mathematica;2010;1
documentation;2013;1
embedded systems;2005;2
search-based software engineering;2015;1
performance;1999;5
failure prediction;2011;2
evaluation;2001;4
approximation;2003;3
frameworks;2015;5
ad hoc networks;2009;1
technologies;2009;1
completeness;2006;1
bagging;2006;2
repeaters;2005;1
architectures;2011;14
reliability;2000;4
data mining;2008;3
availability;2003;7
expert systems;2014;1
hardware;2011;3
reliability;2009;2
interpreters;2001;2
ranking;2012;1
mobile devices;2012;1
business intelligence;2014;8
sustainability;1999;1
texting;2006;2
evaluation;2008;9
availability;2012;4
computability;2011;12
multi-agent systems;2007;1
validation;1998;1
monitors;2003;2
economics;2015;2
physics;2006;2
dos;2003;2
data warehouses;2008;4
authentication;2016;1
experimentation;2010;7
engineering;2010;3
penetration testing;2013;1
cryptography;2011;1
patterns;2008;1
middleware;2011;6
software architectures;2012;2
completeness;2005;4
documentation;2002;1
windows;2004;1
experimentation;2016;1
architectures;2000;2
trust;2013;1
performance;2000;4
functionality;2009;1
mobile devices;2008;1
data integration;2012;1
failure prediction;2012;1
consistency;2013;3
correctness;2009;1
publishing;2004;1
operating systems;2006;2
email;2014;1
spreadsheets;2014;1
monitors;2007;1
network management;2007;1
software fault tolerance;2015;1
clustering;2012;1
regularization;2014;1
consistency;2006;4
regularization;2010;1
